distance	qcrsfc	highlow	scrubbing
12.45	-0.032566164240976504	-0.0710456903116436	-0.00825256801934236
12.45	-0.10032498379771998	-0.1765773478967651	-0.012295418038294509
12.53	-0.11290087183990935	-0.17216176993862276	-0.016956093495050124
12.57	-0.14621357313072875	-0.1748973618819873	0.002354156049285392
12.57	-0.04079418357474039	-0.05521249711058329	-0.005749910507023519
12.57	0.025025897134993615	-0.01639154729585993	0.003118053719012851
12.57	-0.051471002414833815	-0.052778645115784895	0.005282457773793195
12.57	-0.10893741427136658	-0.19336747350697214	0.00020008893341784422
12.649	-0.04026967510500002	-0.03816474033551209	-0.008599245644683439
12.689	0.025321178254107363	-0.006255105461930477	0.002272172451202725
12.689	-0.05122458133033833	-0.04470825531177902	-0.012852982633323178
12.689	-0.035560773146415856	-0.0663364116099584	-0.002034959466779626
12.689	0.01699899520880755	-0.005971138860104974	-0.0030657111676459193
12.689	-0.02941303801597608	-0.10993561458845905	-0.00022513520548707135
12.689	-0.06484348508018696	-0.2222593334132505	-0.005958193818118422
12.689	-0.06848355930787878	-0.23059572957586244	-0.004121493162252321
12.728	-0.05845119121939756	-0.16599328258643703	0.0019021444510126623
12.728	-0.07515633158351942	-0.056451301620845704	-0.007480495692877455
12.728	-0.10352577915573838	-0.1778984027951107	-0.008696642479063413
12.728	0.0253942132108526	-0.05411048698083321	-0.0014420320326464144
12.806	0.007732356993017685	-0.024231831547147642	0.004999578866046548
12.806	-0.02828446321446815	0.06650320957854758	0.0012299588711680851
12.806	-0.03784487842180995	-0.03716235153063524	-0.004902970740335557
12.845	-0.04654347746321664	-0.030198438378945175	-0.006047082650817112
12.884	0.02249240439386279	-0.01310973663629994	-0.007351526458508873
12.884	-0.06400536997794001	-0.11783372853441804	-0.00871541926178297
12.884	-0.05049197608591317	-0.180314120615441	0.003320498805494401
12.961	-0.006168417344092434	-0.05112011774675758	-0.00031711056304598386
12.961	-0.043795280663130806	-0.09401126852893853	-0.0008439350519544823
13.0	-0.06117610072468202	-0.04518416523431648	0.004530527006096812
13.0	-0.006015860422511024	-0.05132107597072211	-0.00406668363991745
13.038	-0.02702026467400645	-0.13300891635055245	-0.005032193669886523
13.077	-0.04497670497741375	-0.12463082936132419	-0.0077135384844830525
13.077	-0.07543345067744794	-0.08187370983153552	-0.006880720544137256
13.115	0.020305832511043037	0.05929960888711646	-0.0026087562040348123
13.153	-0.006308589185892316	-0.10509879324705455	-0.00036826662434776366
13.153	-0.012442372498344123	0.003509635459970198	-0.0039872178219929
13.153	-0.06726651061270504	-0.19350791406300255	-0.006869451004272322
13.153	-0.06503234553432913	-0.13334587256449337	0.002190381674819835
13.191	0.03681511946053499	-0.05052487106838183	0.003913638355933608
13.266	-0.02984330908691516	-0.19766906083242064	0.00266909960372353
13.266	-0.07617814397494511	-0.12224551069812503	-0.0021728599793310413
13.304	-0.007052292139320833	0.08695155340081812	-0.0013517777374637597
13.342	-0.045710801646348845	-0.17127483633652374	-0.013053153823526313
13.342	-0.05237928582029606	-0.22583699267785726	-0.009809491359086304
13.342	-0.14037115700924313	-0.3411857613111665	-0.00941081843364964
13.342	0.0020820756539454226	-0.06717088861405432	0.0039642161810887495
13.342	-0.05287744223998717	-0.038594266398767146	0.0006858971160708156
13.342	-0.07496715754045172	-0.06720402777746042	-0.0028393605122898164
13.342	-0.06751974989393668	-0.09192974837745083	-0.003082446870710483
13.342	-0.07257505883072778	-0.10090727560594873	-0.006914318178066066
13.379	-0.18479423041773937	-0.2439137785240501	-0.006265610776893713
13.379	-0.02270416788796946	-0.04905870250700628	-0.002760937785602945
13.379	-0.0004768091411883567	0.07617671745726522	-0.0013544248421119619
13.454	-0.17070391325862083	-0.21574923459559853	-0.006320336959807373
13.454	-0.043303622632067836	-0.05672075986535652	-0.004311870864467801
13.491	-0.15350229805454804	-0.2229017052869704	-0.013998774717296004
13.491	-0.054787281344319864	-0.12738470095381227	0.0008525599908015273
13.491	-0.09433389044112223	-0.09107397311934504	0.002066209789047105
13.601	0.03394855508549667	0.06811592324304185	-0.0021278090554530146
13.638	-0.017808554818406843	-0.06789050307002156	0.0007065046621250706
13.748	0.04418072601405042	-0.0024879627923527544	-0.0015395180189725268
13.748	0.005739158783976197	0.0251330899171921	0.0006166062212511356
13.748	-0.04125656056105111	-0.1649303711893856	0.00030947724669034757
13.748	-0.03990891726100227	-0.15582964501809177	-0.006684708927898392
13.784	-0.04285683859001885	-0.1642527784365604	0.0011220135955817322
13.784	-0.13140721786408793	-0.18899152623194287	-0.008534240487699664
13.784	-0.0008696554235613502	0.037271013108979345	-0.001163601001536256
13.784	0.030825858032272405	0.08787606830939215	-0.00757758875807476
13.892	-0.009049990283230417	-0.009685476368462564	-0.005170977879480106
13.892	-0.09167616762662158	-0.19688958605732654	-0.0003536433975551992
13.928	-0.04792037359368526	0.021436431361113117	-0.0012854277646337506
13.928	-0.16827276480773498	-0.3888353771572726	-0.013472580720506992
13.928	-0.052109534869714834	-0.04017758427645837	-0.006394861470600381
13.928	-0.002047803181344685	-0.04531040625173083	-0.001443146244414509
13.928	-0.1526166748955617	-0.2291479247660833	-0.00725609893582581
13.928	-0.06203802216498205	-0.1169356706683155	0.0023886328074470883
13.928	-0.14323551567119286	-0.30536774594232463	-0.0073261787885730775
13.928	-0.1712048284507527	-0.2479789937063276	-0.010970080131558183
13.928	-0.07191522619356727	-0.09480746460908068	0.0022547011130095453
14.036	0.06576756548089416	0.059379170882168486	-0.005815012878460538
14.036	-0.15476511628239017	-0.31009429457993976	-0.004112250538824626
14.071	-0.07458410154411113	-0.15175735442390748	0.00217827421792648
14.071	0.034246288798817526	0.10619294803134444	0.0006876361225489095
14.142	-0.11481730694539251	-0.14084654184247397	-0.004525537004907892
14.142	0.04031786105987712	-0.026990858147041552	-0.0034550158832248124
14.213	-0.036782104919860906	-0.023156816481544704	0.0027787577917625554
14.213	-0.03431900110282886	-0.0480219424263241	0.0019013243729824724
14.248	-0.02516435927115288	-0.16637549354192271	-0.003138111358297263
14.283	-0.05131456171367673	-0.11185318618431814	-0.003730188429204943
14.318	-0.017759102811424784	0.09698771527866729	-0.001028040021530973
14.318	-0.08450970163686548	-0.1678205025414244	-0.016962393257740675
14.353	-0.1512711884894045	-0.31478014230754175	0.001476007018022392
14.353	-0.055482653030662354	-0.1205394732687578	-0.005250058031508077
14.353	0.010959849917520302	0.06822725115296793	0.0018919024111923861
14.422	-0.12408633631463248	-0.15769816909133877	-0.005780682510597721
14.457	-0.13923232464791716	-0.3525886192270475	-0.01449641746771741
14.457	-0.06881605736310822	-0.22684674954984074	-0.0012495498233394216
14.457	-0.10152252613277972	-0.2069260608766436	-0.00985789502762598
14.457	-0.07934871590865286	-0.18990145049541496	-0.007861788241178563
14.457	-0.05053374991153852	-0.10058212657651422	-0.003962908859778523
14.457	-0.04172336466420829	-0.12681045759126813	-0.008760353226930574
14.457	-0.024006460988764244	0.05805348554608053	0.002941681310230198
14.457	0.005801499905188995	-0.0253460171754379	0.004466817177661521
14.457	-0.020487575500418596	-0.03608186486327353	-0.007043666144915987
14.491	-0.10693067122293438	-0.2272781399413963	0.002742444617996583
14.491	-0.09539150988342036	-0.044130286732122326	-0.006783364558419348
14.526	-0.01324704739650982	-0.06396580266210039	-0.007034200232259493
14.56	-0.008191770670378283	-0.00301830417342136	0.0006119792548016519
14.629	-0.1405915788106825	-0.3148981467987821	-0.008538330644538948
14.629	-0.07068641142698777	-0.0438884121802533	-0.0030400195730439588
14.629	-0.09567104379143332	-0.20126123422838466	0.0015579008539357696
14.697	-0.07876493689060725	-0.14562758735387366	-0.008904889979598618
14.731	-0.0503429507780911	0.008225805655078522	-0.002785361817659288
14.765	0.015825033944906326	0.05365706067435834	-0.0024324057602581506
14.799	-0.051637629669623	-0.061304181597307716	-0.005843586647051218
14.799	-0.058676270379698026	-0.10996231802959847	-0.0016362762019994695
14.866	-0.14748024596462925	-0.2848332399480722	-0.0021044763899894063
14.866	0.014998709511094478	-0.011363744537406406	-3.5556748401999136e-05
14.866	-0.11261326599941507	-0.19856866849493837	-0.0034817395021880357
14.866	0.04514647212930678	0.010498335114868473	-0.00133439132700929
14.866	-0.04868718674393715	0.032060711500020656	-0.00813368462318649
14.866	-0.09201508590986457	-0.24543849044998922	-0.0033098842562936438
14.866	0.017323259244615898	-0.06215106164064951	-0.009842626415928354
14.9	-0.05221818473138798	-0.2559968159320901	-0.0013962443619005957
14.9	-0.04398422747304577	0.12210891998621716	-0.0032087074014597095
14.9	-0.05249429336121138	-0.0024021766308000014	-0.008668538940200393
15.0	-0.007378182121455669	0.03184594916140812	-0.004356733125943395
15.0	-0.103125943567729	-0.18342710913999571	0.0005648650297296268
15.0	-0.006021643452227165	-0.010712237037280317	6.57622848642104e-05
15.033	-0.03201432864942124	-0.08714450979575122	-0.002387585416857579
15.033	0.051247940524731396	0.07231076600182387	-0.007203943722245368
15.067	-0.0018700616151044577	0.009161451467273471	-0.0024654833113770228
15.067	-0.08368893007048536	-0.07317203716484322	-0.002836968397252445
15.067	0.034947067031075606	0.01101758490520341	-0.0008514364173819692
15.067	-0.10807326275297639	-0.1541917908338647	-0.012671125188068245
15.1	-0.12877106640383756	-0.1254543179453942	-0.0063039711268009805
15.133	-0.031021764518214198	-0.13972117259565614	-0.0001750385414600097
15.133	-0.16279126369778396	-0.2611318686259153	-0.011129329180614475
15.133	-0.037200042341685544	-0.03549294260518239	-0.004541727999753316
15.166	-0.01743658407730755	-0.15564625910637941	-0.007120927896242092
15.166	-0.004593971456338039	0.017178939908424035	-0.011930148265254525
15.166	-0.03949141250271707	-0.004678779251098053	-0.0019380866146099498
15.166	-0.06964196128269601	-0.04181386593274539	-0.003606591935745873
15.166	0.027967348578730962	0.05822549112822352	
15.166	0.03592096473552334	-0.028347094712015658	0.005575798378080188
15.232	-0.06446628738419961	-0.07979866866248564	-0.0018160165214089296
15.264	-0.11207639869604687	-0.13783087619769357	-0.014331027820075044
15.264	-0.10105094364353379	-0.23432980969256173	0.002593488029256576
15.264	-0.21029108101090055	-0.28712658617947273	-0.010864606438881307
15.264	-0.015351470584728412	0.03664048063287895	-0.008649517065847311
15.297	0.006717071917787292	0.021074814712967627	0.008179294579814141
15.297	0.08120789797670074	0.04275684196333221	0.006550503149042643
15.362	-0.08832107696316689	-0.16814354408977086	-0.012771732967297507
15.395	0.025072742909067056	0.029655474507703505	-0.0036982269230490354
15.395	-0.12030292811635221	-0.15407578319221304	-0.003506457373624149
15.427	-0.070525774179019	-0.13112721194710336	-0.003423081488052276
15.427	-0.1633892546507551	-0.3127160304332163	-0.0053652677837883874
15.524	-0.0960014555254337	-0.1036220607255296	-0.012375149375848807
15.524	-0.14151275391314727	-0.20926032201093359	-0.008070503250724528
15.556	-0.055647681605809664	-0.15949359333347396	-0.002807440987268217
15.556	-0.06934504116829736	-0.06814308611042066	0.0009929764806852759
15.588	-0.059542650666107824	-0.09509616492100809	-0.0051395707800309855
15.588	-0.041440342762438485	-0.20369882793493876	-0.005681635605367466
15.588	-0.07938271138379924	-0.08605414678640266	-0.0009201119589098396
15.588	0.0433884421972653	0.035963815139191446	-0.0012248286941980444
15.588	0.007687477045494913	-0.03322179577560741	0.0027324121923411483
15.62	-0.09795949853058665	-0.16234293085663642	-0.006844992401067405
15.652	-0.06936153348733985	-0.11547042920302912	-0.0021152060171839935
15.684	-0.08789606831039995	-0.12440048354781585	-0.009207623251960968
15.684	-0.13394072406196678	-0.23450338750415528	-0.0063929032315813055
15.684	-0.12850111620704058	-0.12805121700384792	-0.010130618464647002
15.748	-0.06909437648126678	-0.22797980802151563	-0.0026863811081773896
15.78	-0.11093992744812824	-0.18121353571621057	-0.0006246493666152689
15.78	-0.038621514323625	-0.09759815492823587	-0.005407698996456406
15.78	-0.05361362751919837	-0.1803360013540219	-0.0014772042470707514
15.78	-0.16231373071862626	-0.23105114019939677	-0.004097274150188641
15.811	-0.05406695982429327	-0.09224858868857745	-0.0012857303398129158
15.811	-0.08625137212099787	-0.268670215231271	0.0023126689541221462
15.811	-0.030795984474113473	-0.02589742007775736	0.003491442760173804
15.811	-0.04095064424622871	-0.090882680277173	-0.008247497890134169
15.811	0.014688879281695282	0.07395085076070587	-0.002014228859143351
15.811	-0.03436871439292623	-0.008586728050667097	-0.00683738748019019
15.811	-0.18271958477743697	-0.2516628362194781	-0.005716440039246572
15.811	-0.08021288907902366	-0.00956946006042736	-0.006286693102924663
15.843	-0.10085080250327651	-0.23913358599948328	-0.005339526811389979
15.843	-0.12175234774471466	-0.23839921462168223	-0.002510761561554424
15.906	0.01729757669889186	-0.05625592820080324	-0.010639127906336976
15.906	-0.06338747689964218	-0.05196601168867218	-0.004051620372475871
15.906	-0.11982794186586274	-0.17105056032548735	-0.00488080137211274
15.937	-0.06809494803098713	-0.1006932830659513	-0.001450252013516022
15.937	-0.05552610242932555	-0.09615577647361481	0.001051522755515097
15.937	0.06813934445337555	0.07150129437537939	-0.007733786857228029
16.031	-0.06754073125762128	-0.11597200578419453	0.0012214136084648193
16.031	-0.02743283489554396	-0.07361688104819591	-0.0019982542828183274
16.031	-0.07010083120120433	-0.032713956262040655	0.011122507335992779
16.062	-0.08350583912246096	-0.1321228460146769	-0.010091609548381534
16.093	-0.02588866235476077	-0.12949573236639955	0.0007756239154162924
16.093	-0.12390127134054393	-0.2170015994276668	0.0016091621614278632
16.093	-0.11435904499624279	-0.21681123210496345	-0.0043540175469231465
16.155	-0.060154453034993546	-0.13536209675498728	-0.0007727128240128385
16.155	-0.09193552733050961	-0.1877784452283875	-0.008928749348025625
16.155	-0.1011665794625486	-0.22902095745720125	-0.004602922554496137
16.155	-0.05610453282382606	-0.11046337932118536	-0.011514726992131652
16.186	-0.0040664339908237515	0.04485503904880715	-0.009736111808213746
16.186	-0.11834363323033613	-0.26356769373316	0.0007361537834320751
16.248	-0.1153272085078648	-0.1762774207054808	-0.005283680339720448
16.279	-0.024241656595043366	-0.0069247451310159025	-0.005306666047405933
16.279	0.024152352163841647	0.02530114163780693	0.0009397255646565226
16.31	0.015171038750055429	0.12487789836646951	-0.0031241631157411516
16.31	-0.2355087456799007	-0.3326994078130987	-0.010049960840958416
16.31	-0.07956135662318038	-0.15938991970820332	0.0015801096496576106
16.31	-0.003931412780438033	-0.01607160747426606	-0.003541734948392039
16.31	-0.052952364328804624	-0.23212310259546848	-0.00017915596194524507
16.34	-0.04980166011279459	-0.09238487381047722	0.002843321052020111
16.401	-0.11499050410307884	-0.2853929874928627	0.0002722305681798939
16.432	-0.1442711274794694	-0.22504392075311885	-0.008388668489128096
16.432	-0.07981654690560575	-0.07953971345690986	-0.00945491034167849
16.492	-0.05518489978821818	-0.0854095159412886	-0.010092475997889995
16.523	-0.0417467809027617	-0.11686141821806866	-0.0017513615012645937
16.523	-0.17745364104729255	-0.39559683012904445	-0.009769398328858021
16.523	-0.09399722983534567	-0.17640968875459542	-0.0023941497538589288
16.523	0.06048524381235344	0.06062024413175622	-0.0020574376780462477
16.553	-0.03237618506712334	-0.11718501797785377	-0.004504629323863684
16.583	-0.05099319596677858	-0.051327594846801605	-0.012492786309296039
16.583	-0.10111371713409095	-0.1359032902438172	-0.007461259744748791
16.583	-0.022200217908353935	-0.1586935420961057	0.0004924583402687594
16.613	-0.05899212205670019	-0.17529507637162234	-0.0007534949734614633
16.643	-0.07449097382606468	-0.07812613413232505	-0.0023207710902762644
16.643	-0.11455218648929541	-0.30556644547298584	-0.015233229983211942
16.643	-0.0665122704898314	-0.1215864122707337	-0.0041680558811690235
16.643	-0.0071145253264825485	-0.12392117584041104	-0.006027046559925737
16.673	-0.02656485519726756	0.002741610684165091	-0.007799645810336832
16.673	0.03495076654385629	0.032479250807263216	-0.002322602426835401
16.673	-0.10408294111162306	-0.08431967283942918	0.004975890384771066
16.673	0.015355005711729746	-0.0041298782107070525	-0.004928825730997807
16.733	-0.0003829379859064173	-0.13421147840435874	0.007304736855747008
16.763	0.05020171974827765	0.13063731887941432	0.0002484651081213826
16.763	-0.010703946773653487	0.08482878409295577	0.0011586345111547825
16.763	-0.07063327719075257	-0.16897632495951306	0.0027042007409646316
16.763	-0.12477648137064058	-0.19333796943660558	-0.011337296223786274
16.763	-0.12272784526104921	-0.2603510114549965	-0.00852152750154465
16.763	-0.04407882202693071	-0.1747539460351986	-0.00850437572644518
16.763	-0.03641551170002887	-0.07648139095965611	-0.003886584016983449
16.763	-0.014946529727997579	0.07186088303865504	-0.007558174494859027
16.763	-0.056470443818441816	-0.12361014736838383	-0.0052389221637318805
16.763	-0.16829965384492668	-0.3684664991978641	-0.009721988834425106
16.763	-0.16639321370895419	-0.3081969905035128	-0.012817522401960435
16.763	0.0352174975513608	-0.05959054670817457	0.017865221378122607
16.793	-0.06564472442401087	-0.016988333232730912	0.005237916521738222
16.793	0.039669409014376655	0.05404082362335616	5.5025940879833614e-05
16.793	-0.09146057405676038	-0.23464342782876882	-0.0003245979634057519
16.882	-0.016186725867642464	0.061594692700523646	-0.000762568548701959
16.882	-0.15722857503911455	-0.27425068446436596	-0.005429892925694283
16.882	-0.12415565372555666	-0.1713448887738483	-0.006700588383028001
16.912	-0.06328241943931152	-0.13036056727335277	-0.009408193703001498
17.0	0.003759597634202662	0.011961636610885118	-0.0019661486296817573
17.029	0.0013313029650482346	-0.069010421812325	0.0007635871825857726
17.029	-0.08185189343261784	-0.11334801676484957	-0.01004676217806917
17.029	-0.05476897599137886	-0.17002609142887412	-0.006356782178478092
17.029	-0.05603198901988773	-0.10320627828788558	-0.008960252281862497
17.029	-0.14987889211461647	-0.33525921755300564	0.004335715635194132
17.059	0.016680634532196207	0.0038254973802229197	-0.0034345190031137927
17.059	-0.02880154794824477	-0.06859965370851734	-0.002311771098624646
17.117	-0.038486948844998474	-0.10079387652680666	-0.007270671274336289
17.117	-0.0357777870775064	-0.05563953731436222	0.004574146997230438
17.117	-0.06305200142040876	-0.1031472392988062	-0.0032619013554307033
17.146	-0.0019380334699387227	0.10244987034020074	-0.006669014292994848
17.146	-0.03941964773401763	0.020945750617495887	-0.00654276285546
17.146	-0.12055075105838081	-0.14757587054261787	-0.0008997949573119282
17.205	-0.09346411101023722	-0.0901225132813126	-0.0072975907573562294
17.205	-0.17230810807912034	-0.2448965433244139	-0.010738381526975382
17.234	-0.11889900316963128	-0.2984713389724002	-0.006032316441593709
17.234	-0.1195782367259193	-0.11487531689865538	-0.004558317831482068
17.263	0.0308406547296864	-0.008382689277401503	0.005631212950121503
17.292	-0.03928354089856562	-0.16282104297539807	-0.005042485795364893
17.292	-0.08862308390880402	-0.10917471324850364	-0.002109585675253353
17.292	-0.06196263480613767	-0.16968064809224487	-0.008939198219284687
17.321	-0.09008996452485399	-0.05486945542654664	-0.00044926697694063676
17.349	-0.07384516963996476	-0.045098554562780724	-0.0030233754600380016
17.349	-0.04157607056034139	-0.11574883168881232	0.001700327871709266
17.378	-0.16378934259376832	-0.2360414020838586	-0.010941992808957673
17.378	-0.07229337892103851	-0.09992083609352131	-0.003122670146869683
17.378	-0.045058673695126034	0.030001599354513787	0.0009836964050080896
17.378	0.0015357295648097313	-0.10695245080613722	-0.0012874570985229226
17.378	-0.11300288570382948	-0.21618007633564543	-0.002732476193714095
17.464	-0.1579584407084289	-0.24197890035963937	-0.006785556605276063
17.464	-0.012511639516040592	-0.040039555757932804	0.0009787281815717488
17.464	-0.0310991575306381	-0.1517088394384885	-0.004123259613276953
17.464	-0.050522291976309114	-0.1301796169334017	0.0029453230936908343
17.464	-0.06317984194120554	-0.06316515909310157	0.00015074696220498046
17.464	-0.16117914526624175	-0.23807446516422615	-0.008886770354246516
17.493	-0.13415738443257513	-0.22577508665350338	-0.005451501338064496
17.493	-0.11451920597437779	-0.1639302977104406	-0.004193621417195638
17.493	-0.1745328725776308	-0.2891869466632015	-0.0001483177824053299
17.493	-0.04701975925204986	-0.06899212727663456	-0.0021505393448543603
17.493	-0.0991103474738095	-0.20925248970124902	-0.004015977729115399
17.493	-0.04560382747750611	-0.03436407279994125	0.000873604076930161
17.493	-0.10992716015514709	-0.13872082907157723	-0.007871257500337892
17.55	0.07382060441640813	0.05483432954801999	-0.005840371431834675
17.578	0.02916899328201237	-0.005081808143696298	-0.009691994854607354
17.578	-0.025307447127742817	-0.05789321513586665	0.002287958656968367
17.664	-0.06603070254969	-0.07227335355932785	-0.004611695874561084
17.692	-0.028710673352972983	-0.03203478731481992	-0.0031662685016161946
17.692	-0.13424791689549564	-0.2928962401693693	-0.015281587359691961
17.72	-0.04037309089016068	-0.05964822656827583	-0.009527541795713388
17.72	-0.11975317213944163	-0.2042451167180126	-0.008826350686685936
17.72	-0.059478896433404024	-0.14525326735981114	-0.011073534904272583
17.72	0.040266777915440685	0.04359441515103698	0.008090237784206077
17.748	-0.06321587237879647	-0.20997976233723542	-0.0060076695073274945
17.748	-0.09844933580429013	-0.28504885018030357	-0.012485768961328438
17.748	-0.06961505420825431	0.03585509070108578	-0.006589429959118557
17.804	-0.03503947167404167	-0.012059420263276693	-0.00018521691421710692
17.833	0.05502311284826825	0.09267825275125521	-0.006999415543839578
17.833	0.008830478863751077	-0.042215118457265235	-0.0011061393303215753
17.916	-0.09704757294816613	-0.24274429569139744	-0.008861268362565624
17.916	0.0032485397006397445	0.022717224658722	-0.005797801864115743
17.916	-0.05042140874612067	-0.053402719654935996	0.0015533777766991573
17.916	-0.05626933014532222	0.022507703488411093	0.0008561690493683069
17.916	-0.07196393019656161	-0.24120228234431956	-0.00709423881782948
17.944	-0.007424117309020262	-0.08355489806790872	-4.313158596420455e-06
17.944	-0.09266538848381146	-0.022154004520689163	-0.0020834111121946306
17.944	-0.04535510802839218	-0.10064618533641825	0.0018383180591145314
17.972	-0.13849642320966915	-0.3173854256926018	-0.00958919295814493
18.0	-0.041189393759296256	-0.12325325431530396	-0.0006684945456674358
18.028	0.023826794900185324	0.13651635425179073	-0.007905228880047263
18.028	-0.04563984262107852	0.027798886402061115	-0.0020532567474698463
18.028	-0.09655197232640414	-0.11647160053760348	-0.00499843208062233
